"sim","mode","first_crossing","peak","final"
1208,"practical_naive",NA,3.42302270349417,0.649810804115043
1208,"correct_conditional",NA,12.297663782907,4.72964231681147
1209,"history_naive",15,9.48516772864725e+285,9.48516772864725e+285
1209,"practical_naive",NA,1.1260023715246,0.184737509462021
1209,"correct_conditional",NA,2.41589595610728,0.932853989415303
1210,"history_naive",14,7.2940556556238e+285,4.86270377041587e+285
1210,"practical_naive",NA,3.50102615807224,2.04944654588398
1210,"correct_conditional",NA,7.90796949547961,6.5730945943003
1211,"history_naive",14,9.77418080072029e+285,9.77418080072029e+285
1211,"practical_naive",NA,4.75392210185148,0.293454701355143
1211,"correct_conditional",NA,2.78852406757575,0.780843006170851
1212,"history_naive",14,9.89223692761771e+285,9.89223692761771e+285
1212,"practical_naive",NA,1.64609681426272,0.27594989697713
1212,"correct_conditional",NA,1.58024762365103,0.467453605519071
1213,"history_naive",14,9.84287456647607e+285,9.84287456647607e+285
1213,"practical_naive",NA,1.29478385852347,0.150599971156569
1213,"correct_conditional",NA,1.2282077677634,0.109361609509384
1214,"history_naive",14,9.76440661991953e+285,9.76440661991953e+285
1214,"practical_naive",NA,1.75494626526715,0.955676494598441
1214,"correct_conditional",NA,2.48529920698292,1.33866864370829
1215,"history_naive",14,7.44892874691676e+285,4.96595249794451e+285
1215,"practical_naive",NA,1.14620364388666,0.117466725503908
1215,"correct_conditional",NA,1.57166630564012,0.381552315461909
1216,"history_naive",14,9.71568213329089e+285,9.71568213329089e+285
1216,"practical_naive",NA,1.18304175313402,0.212299036865762
1216,"correct_conditional",NA,1.44209778142495,0.781552526028184
1217,"history_naive",14,9.44728393080783e+285,9.44728393080783e+285
1217,"practical_naive",NA,1.21027431842832,0.726999176814409
1217,"correct_conditional",NA,1.30321172611774,0.959985236152892
1218,"history_naive",14,7.17822198038468e+285,4.78548132025645e+285
1218,"practical_naive",NA,1.01452229086134,0.228402873510151
1218,"correct_conditional",NA,1.00297085482261,0.425394125529334
1219,"history_naive",15,9.40955144100856e+285,9.40955144100856e+285
1219,"practical_naive",NA,1.40720684914902,0.13240941596631
1219,"correct_conditional",NA,1.95607601904661,0.320243359796783
1220,"history_naive",14,9.78396476548576e+285,9.78396476548576e+285
1220,"practical_naive",NA,1.12312685967978,0.308523668915331
1220,"correct_conditional",NA,1.1747292911921,0.76033347118031
1221,"history_naive",14,9.85272729376975e+285,9.85272729376975e+285
1221,"practical_naive",NA,2.7778911305052,0.158394441392687
1221,"correct_conditional",NA,1.55596287391995,0.155091424011467
1222,"history_naive",14,9.66720078233756e+285,9.66720078233756e+285
1222,"practical_naive",NA,1.11214193749663,0.392664446404303
1222,"correct_conditional",NA,1.36716451382863,0.188901946089375
1223,"history_naive",15,9.65753358155518e+285,9.65753358155518e+285
1223,"practical_naive",NA,1.59602140323359,0.115189968719103
1223,"correct_conditional",NA,1.27545813694341,0.423988205555767
1224,"history_naive",14,7.27219536352986e+285,4.84813024235324e+285
1224,"practical_naive",NA,1.88652138697773,0.183644054321993
1224,"correct_conditional",NA,1.8129776195987,0.463552167723537
1225,"history_naive",14,9.61896135381e+285,9.61896135381e+285
1225,"practical_naive",NA,1.09253253243867,0.356393692412069
1225,"correct_conditional",NA,1.12183863086008,0.334706365306921
1226,"history_naive",14,7.28676159996817e+285,4.85784106664545e+285
1226,"practical_naive",NA,3.56723493127806,0.240512297565266
1226,"correct_conditional",NA,6.31563205261796,3.57319751633323
1227,"history_naive",15,9.82319866021768e+285,9.82319866021768e+285
1227,"practical_naive",NA,1.02647766128656,0.20889089724183
1227,"correct_conditional",NA,1.14382308228078,0.433862978560812
1228,"history_naive",14,9.66720078233757e+285,9.66720078233757e+285
1228,"practical_naive",214,32.2272030626437,0.108794299417762
1228,"correct_conditional",214,39.3379218513211,1.80054023201181
1229,"history_naive",15,9.78396476548574e+285,9.78396476548574e+285
1229,"practical_naive",NA,2.40496668920342,0.303373284658156
1229,"correct_conditional",NA,1.53763103017043,0.463825476283236
1230,"history_naive",15,7.35267156457191e+285,4.90178104304794e+285
1230,"practical_naive",NA,1.32519312283832,0.202955549206289
1230,"correct_conditional",NA,1.20591191191129,0.419930593631469
1231,"history_naive",14,9.81337546155745e+285,9.81337546155745e+285
1231,"practical_naive",NA,1.59738230429289,0.147141296604595
1231,"correct_conditional",NA,2.58780372173305,0.981964092303265
1232,"history_naive",14,9.6478760479736e+285,9.6478760479736e+285
1232,"practical_naive",NA,1.02817245125661,0.39415089838157
1232,"correct_conditional",NA,1.04619321587651,0.323300916434433
1233,"history_naive",14,9.72540754083177e+285,9.72540754083177e+285
1233,"practical_naive",NA,2.26749722807282,0.270864263033282
1233,"correct_conditional",NA,1.6766793473337,0.622441293595171
1234,"history_naive",15,9.73514268351528e+285,9.73514268351528e+285
1234,"practical_naive",NA,1.23090546438368,0.300038364335891
1234,"correct_conditional",NA,1.11335514650136,0.662732152021736
1235,"history_naive",14,9.60934239245619e+285,9.60934239245619e+285
1235,"practical_naive",NA,3.18345601416836,0.257870637262336
1235,"correct_conditional",NA,2.70960971691498,0.115689940675192
1236,"history_naive",15,9.65753358155521e+285,9.65753358155521e+285
1236,"practical_naive",NA,7.50282676729563,0.326814824834356
1236,"correct_conditional",NA,8.2138311534228,0.267959743636774
1237,"history_naive",14,9.51368023783373e+285,9.51368023783373e+285
1237,"practical_naive",NA,1.49678350204495,0.178292744081015
1237,"correct_conditional",NA,1.19436769354932,0.320212024626381
1238,"history_naive",14,9.82319866021763e+285,9.82319866021763e+285
1238,"practical_naive",NA,3.18876153298909,0.457922172275031
1238,"correct_conditional",NA,2.60463830020244,0.3387110013998
1239,"history_naive",15,7.19259998776023e+285,4.79506665850682e+285
1239,"practical_naive",NA,1.60602500335796,0.90683518246326
1239,"correct_conditional",NA,1.09068627360357,0.967017251756819
1240,"history_naive",14,9.73514268351528e+285,9.73514268351528e+285
1240,"practical_naive",NA,1.27740890703884,0.249684202636223
1240,"correct_conditional",NA,1.22493418727137,0.394847261298646
1241,"history_naive",14,9.62858994375376e+285,9.62858994375376e+285
1241,"practical_naive",NA,1.58723560838751,0.182225425380977
1241,"correct_conditional",NA,1.24016205507696,0.284036484815241
1242,"history_naive",14,7.28676159996818e+285,4.85784106664545e+285
1242,"practical_naive",NA,1.63974702357232,0.16740401050592
1242,"correct_conditional",NA,3.97599531634185,1.1391843241186
1243,"history_naive",14,7.16387271464591e+285,4.77591514309728e+285
1243,"practical_naive",NA,1.00164672189349,0.314118261868871
1243,"correct_conditional",NA,1.5308984623027,0.544587281592421
1244,"history_naive",14,9.80356208609588e+285,9.80356208609588e+285
1244,"practical_naive",NA,1.02332859377755,0.196203463894192
1244,"correct_conditional",NA,1.0605978507065,0.711610520165745
1245,"history_naive",14,7.34531889300732e+285,4.89687926200488e+285
1245,"practical_naive",NA,14.8148511748894,0.843458742249063
1245,"correct_conditional",NA,5.77297271981032,0.829933026582911
1246,"history_naive",14,9.64787604797365e+285,9.64787604797365e+285
1246,"practical_naive",NA,1.31785477466704,0.208480499569297
1246,"correct_conditional",NA,1.19332425589082,0.237757923051795
1247,"history_naive",14,7.33063560054022e+285,4.88709040036015e+285
1247,"practical_naive",NA,1.42025858862993,0.18859579362546
1247,"correct_conditional",NA,3.18655237019904,1.17256965403828
1248,"history_naive",14,7.33063560054024e+285,4.88709040036016e+285
1248,"practical_naive",NA,1.68995663893773,0.369000455667202
1248,"correct_conditional",NA,1.29605387971111,0.341602041755921
1249,"history_naive",14,7.27947483836819e+285,4.85298322557879e+285
1249,"practical_naive",NA,9.71869413617373,0.214753175979796
1249,"correct_conditional",NA,10.2980186314789,2.24909265032881
1250,"history_naive",14,9.59973305006372e+285,9.59973305006372e+285
1250,"practical_naive",NA,2.84948180060488,0.260476754859609
1250,"correct_conditional",NA,1.53754733141774,0.118426668223434
1251,"history_naive",14,9.72540754083182e+285,9.72540754083182e+285
1251,"practical_naive",NA,2.70273229950591,0.0525999346556359
1251,"correct_conditional",NA,1.59308938702075,0.0612075175983802
1252,"history_naive",15,9.68656422422179e+285,9.68656422422179e+285
1252,"practical_naive",NA,1.13336666186518,0.184705949007018
1252,"correct_conditional",NA,1.01197813699203,0.44325796898658
1253,"history_naive",15,7.27219536352989e+285,4.84813024235326e+285
1253,"practical_naive",NA,1.06428193441268,0.197834892410556
1253,"correct_conditional",NA,1.31965808599674,0.358206527552913
1254,"history_naive",14,9.55183028619451e+285,9.55183028619451e+285
1254,"practical_naive",NA,1.23314963722534,0.16292478356081
1254,"correct_conditional",NA,1.36710256812242,0.474526286825283
1255,"history_naive",14,9.77418080072029e+285,9.77418080072029e+285
1255,"practical_naive",NA,1.52346169404649,0.201158102935978
1255,"correct_conditional",NA,2.27592378694324,0.424823656461906
1256,"history_naive",14,9.81337546155741e+285,9.81337546155741e+285
1256,"practical_naive",NA,2.8628359462305,1.37025096982495
1256,"correct_conditional",NA,1.23030252683106,0.193292103693252
1257,"history_naive",14,7.44147981816987e+285,4.96098654544658e+285
1257,"practical_naive",NA,3.81162397094513,0.250998930109368
1257,"correct_conditional",NA,3.97217034418013,1.65455564235183
1258,"history_naive",15,9.45674067147933e+285,9.45674067147933e+285
1258,"practical_naive",NA,1.83336412588396,0.203266619121958
1258,"correct_conditional",NA,2.33352711774638,0.610506159327355
1259,"history_naive",14,7.32330496493971e+285,4.88220330995981e+285
1259,"practical_naive",NA,1.74864502382466,0.0351501699230603
1259,"correct_conditional",NA,4.3288825152337,1.02810757546042
1260,"history_naive",15,9.66720078233754e+285,9.66720078233754e+285
1260,"practical_naive",NA,1.39346058606544,0.405120549117775
1260,"correct_conditional",NA,1.01626505020671,0.263015759432648
1261,"history_naive",15,9.60934239245621e+285,9.60934239245621e+285
1261,"practical_naive",NA,2.51149225087127,0.243675432031899
1261,"correct_conditional",NA,3.26843774004125,0.497138770541234
1262,"history_naive",15,7.37477376893215e+285,4.91651584595476e+285
1262,"practical_naive",NA,1.6565191119071,0.208931879896897
1262,"correct_conditional",NA,1.1205920169119,0.136517678609033
1263,"history_naive",15,9.44728393080787e+285,9.44728393080787e+285
1263,"practical_naive",NA,9.41576802408866,0.0195574758179874
1263,"correct_conditional",198,41.393228907798,0.236614366417306
1264,"history_naive",15,9.78396476548579e+285,9.78396476548579e+285
1264,"practical_naive",NA,2.71792962298689,0.0893074508078437
1264,"correct_conditional",NA,2.9754977756584,0.0461939620585349
1265,"history_naive",14,7.22867112894426e+285,4.81911408596284e+285
1265,"practical_naive",NA,1.49918919390328,0.198008845043345
1265,"correct_conditional",NA,1.01365424112537,0.145054784631856
1266,"history_naive",15,9.5997330500637e+285,9.5997330500637e+285
1266,"practical_naive",NA,1.16003755941468,0.278145436901549
1266,"correct_conditional",NA,1.0905279408745,0.764540189301936
1267,"history_naive",14,9.94184684273178e+285,9.94184684273178e+285
1267,"practical_naive",NA,1.04792955745802,0.215452348560205
1267,"correct_conditional",NA,1.10211725157137,0.430267332128101
1268,"history_naive",14,9.59973305006367e+285,9.59973305006367e+285
1268,"practical_naive",NA,1.66462275788791,0.272612725878817
1268,"correct_conditional",NA,2.20071050031094,0.352673990770112
1269,"history_naive",15,7.22867112894424e+285,4.81911408596283e+285
1269,"practical_naive",NA,1.39348892751144,0.163478391187657
1269,"correct_conditional",NA,1.002,0.0238188239929852
1270,"history_naive",14,9.65753358155522e+285,9.65753358155522e+285
1270,"practical_naive",NA,1.2258445324525,0.202886812878476
1270,"correct_conditional",NA,1.26000461597694,0.368387336377869
1271,"history_naive",14,9.59013331701367e+285,9.59013331701367e+285
1271,"practical_naive",NA,1.09141495779855,0.364136298453877
1271,"correct_conditional",NA,1.2217881646253,0.495488275638124
1272,"history_naive",15,9.52320344127506e+285,9.52320344127506e+285
1272,"practical_naive",NA,1.79633997974072,0.225639311340685
1272,"correct_conditional",NA,1.47043732900974,0.134780216794241
1273,"history_naive",14,9.70596645115762e+285,9.70596645115762e+285
1273,"practical_naive",NA,1.28718862430814,0.206840095532543
1273,"correct_conditional",NA,1.42141935856151,0.32398678453874
1274,"history_naive",14,9.41897041141998e+285,9.41897041141998e+285
1274,"practical_naive",NA,1.1510070431179,0.304071380866043
1274,"correct_conditional",NA,1.16667678945481,0.661229536172998
1275,"history_naive",15,9.59013331701367e+285,9.59013331701367e+285
1275,"practical_naive",NA,1.23323088156031,0.769629321893861
1275,"correct_conditional",NA,1.87620061361682,0.88158927179989
1276,"history_naive",14,9.86258988365348e+285,9.86258988365348e+285
1276,"practical_naive",NA,5.94856649113147,0.285134924280975
1276,"correct_conditional",NA,4.76055769320678,1.03205384665698
1277,"history_naive",14,9.77418080072025e+285,9.77418080072025e+285
1277,"practical_naive",NA,1.52468692678778,0.162583923012138
1277,"correct_conditional",NA,2.38375444502114,0.376597881406772
1278,"history_naive",14,7.36003159616809e+285,4.90668773077872e+285
1278,"practical_naive",NA,1.15533891425717,0.198875292349669
1278,"correct_conditional",NA,1.09488040409048,0.341918471671194
1279,"history_naive",15,9.81337546155743e+285,9.81337546155743e+285
1279,"practical_naive",NA,1.61567973411046,0.176154536203368
1279,"correct_conditional",NA,1.7682542042237,0.117016334538202
1280,"history_naive",15,7.21422101535742e+285,4.80948067690495e+285
1280,"practical_naive",NA,5.66380506152309,0.105018487200448
1280,"correct_conditional",NA,2.27413743325135,0.127347349958931
1281,"history_naive",14,7.33063560054021e+285,4.88709040036014e+285
1281,"practical_naive",NA,1.13043960696413,0.271618854633266
1281,"correct_conditional",NA,1.22682487809291,0.585234578766662
1282,"history_naive",15,9.61896135381e+285,9.61896135381e+285
1282,"practical_naive",NA,8.63171752871216,0.0439917562510708
1282,"correct_conditional",NA,5.37026301618665,0.112341784275608
1283,"history_naive",14,9.75464221329963e+285,9.75464221329963e+285
1283,"practical_naive",NA,1.06176663587599,0.311336811638369
1283,"correct_conditional",NA,1.93064819808263,1.02273391459429
1284,"history_naive",14,9.89223692761779e+285,9.89223692761779e+285
1284,"practical_naive",NA,3.39078782858065,0.0704149014077882
1284,"correct_conditional",498,22.2218537817265,1.00799574576705
1285,"history_naive",14,9.74488757108636e+285,9.74488757108636e+285
1285,"practical_naive",NA,2.2697041405705,0.134330641122358
1285,"correct_conditional",NA,1.76100544176523,0.197085929485949
1286,"history_naive",14,9.74488757108632e+285,9.74488757108632e+285
1286,"practical_naive",NA,2.50146019276244,0.119066519231842
1286,"correct_conditional",NA,1.65888773401371,0.166358244477038
1287,"history_naive",15,7.19979978754781e+285,4.79986652503187e+285
1287,"practical_naive",NA,1.07173018144382,0.232285304664545
1287,"correct_conditional",NA,1.12204494242383,0.508534600402872
1288,"history_naive",14,9.86258988365342e+285,9.86258988365342e+285
1288,"practical_naive",NA,1.02408160398447,0.197683336729653
1288,"correct_conditional",NA,1.00661723365188,0.174546981556374
1289,"history_naive",15,9.63822817192565e+285,9.63822817192565e+285
1289,"practical_naive",NA,1.28513654875271,0.41677086909957
1289,"correct_conditional",NA,3.02303364702794,1.24429556477964
1290,"history_naive",14,9.62858994375372e+285,9.62858994375372e+285
1290,"practical_naive",NA,2.18447741941452,0.223975634605457
1290,"correct_conditional",NA,1.37154170027642,0.403042643847471
1291,"history_naive",14,9.6672007823376e+285,9.6672007823376e+285
1291,"practical_naive",NA,1.13666868488611,0.291805914355122
1291,"correct_conditional",NA,1.16824100795923,0.762533367595166
1292,"history_naive",15,7.25040058675314e+285,4.83360039116876e+285
1292,"practical_naive",NA,2.0951887894391,0.0481219169012457
1292,"correct_conditional",NA,1.26623690835841,0.0362636537291046
1293,"history_naive",14,7.39694241274009e+285,4.93129494182672e+285
1293,"practical_naive",NA,4.00435303693787,2.04688847842547
1293,"correct_conditional",NA,1.53337586762012,0.570340633407968
1294,"history_naive",14,7.17822198038471e+285,4.78548132025648e+285
1294,"practical_naive",NA,5.81483836161743,2.68551192764786
1294,"correct_conditional",NA,1.19551892912086,0.120338431333596
1295,"history_naive",14,7.11387579648542e+285,4.74258386432361e+285
1295,"practical_naive",NA,1.55850805849244,0.267360193095372
1295,"correct_conditional",NA,2.11774336563882,0.715999013342696
1296,"history_naive",15,9.47568256091855e+285,9.47568256091855e+285
1296,"practical_naive",NA,1.61434250679926,0.146522463829213
1296,"correct_conditional",NA,2.01319693863162,0.333277925626449
1297,"history_naive",15,7.23590703598021e+285,4.8239380239868e+285
1297,"practical_naive",NA,16.5761392029474,15.0588978761197
1297,"correct_conditional",2545,32.5645576575032,23.5588160097698
1298,"history_naive",14,9.81337546155743e+285,9.81337546155743e+285
1298,"practical_naive",NA,2.03604810315482,0.112127055949866
1298,"correct_conditional",NA,1.85200779253923,0.0789922416310112
1299,"history_naive",14,9.68656422422177e+285,9.68656422422177e+285
1299,"practical_naive",NA,1.00784535508073,0.210550566115442
1299,"correct_conditional",NA,1.63479286569199,0.57180860309074
1300,"history_naive",14,7.36739899516324e+285,4.91159933010883e+285
1300,"practical_naive",NA,1.0144688383331,0.199552248752104
1300,"correct_conditional",NA,1.01690833674367,0.498950200632085
1301,"history_naive",15,9.88234469069013e+285,9.88234469069013e+285
1301,"practical_naive",NA,1.74897671106231,0.0999031909685268
1301,"correct_conditional",NA,1.15538602392246,0.072919669152505
1302,"history_naive",14,9.72540754083172e+285,9.72540754083172e+285
1302,"practical_naive",NA,1.13712986437471,0.206333005938505
1302,"correct_conditional",NA,1.07256461622746,0.231093134278327
1303,"history_naive",15,9.80356208609588e+285,9.80356208609588e+285
1303,"practical_naive",NA,1.2799626818217,0.937943006103856
1303,"correct_conditional",NA,1.28574358489392,0.45244796611146
1304,"history_naive",15,9.78396476548578e+285,9.78396476548578e+285
1304,"practical_naive",NA,1.82125590759044,0.223085058918114
1304,"correct_conditional",NA,2.28912950199473,0.449448577552853
1305,"history_naive",14,9.50416655759589e+285,9.50416655759589e+285
1305,"practical_naive",NA,4.23891315672142,0.412938879127472
1305,"correct_conditional",NA,2.32078127976058,1.45065469320357
1306,"history_naive",14,9.77418080072023e+285,9.77418080072023e+285
1306,"practical_naive",NA,1.50281650040044,0.474544112775171
1306,"correct_conditional",NA,1.33775414041914,0.438397448483056
1307,"history_naive",15,7.22144245781534e+285,4.81429497187689e+285
1307,"practical_naive",NA,2.38058227035602,0.117442473439757
1307,"correct_conditional",NA,2.63919664525385,0.473519318600675
1308,"history_naive",14,7.19259998776025e+285,4.79506665850684e+285
1308,"practical_naive",199,24.6657180412073,0.508626220602282
1308,"correct_conditional",185,55.4029633296383,0.70504457485528
1309,"history_naive",14,9.83303169190948e+285,9.83303169190948e+285
1309,"practical_naive",NA,1.09498454075069,0.298517865802375
1309,"correct_conditional",NA,1.82521268027854,0.936503976735146
1310,"history_naive",15,7.33063560054022e+285,4.88709040036014e+285
1310,"practical_naive",NA,1.01434657586221,0.241159035794981
1310,"correct_conditional",NA,1,0.197782614100027
1311,"history_naive",15,7.3969424127401e+285,4.93129494182674e+285
1311,"practical_naive",NA,1.00044489368994,0.203540964873344
1311,"correct_conditional",NA,1.00155430769231,0.187661574443818
1312,"history_naive",14,9.74488757108636e+285,9.74488757108636e+285
1312,"practical_naive",NA,1.69336352991365,0.199509409731396
1312,"correct_conditional",NA,1.13764923325504,0.154538431969614
1313,"history_naive",14,9.63822817192569e+285,9.63822817192569e+285
1313,"practical_naive",NA,1.11437674923392,0.223211751452209
1313,"correct_conditional",NA,1.46047068607842,0.899391889866493
1314,"history_naive",14,9.48516772864727e+285,9.48516772864727e+285
1314,"practical_naive",NA,14.8495602202179,0.252568189636647
1314,"correct_conditional",NA,5.37533471450572,0.0422938714729304
1315,"history_naive",14,9.7156821332909e+285,9.7156821332909e+285
1315,"practical_naive",NA,2.42146061833673,0.230049994374189
1315,"correct_conditional",NA,1.88501823926149,0.62708922647183
1316,"history_naive",14,9.6865642242218e+285,9.6865642242218e+285
1316,"practical_naive",NA,1.17649995652373,0.320327821095468
1316,"correct_conditional",NA,1.42398971238591,0.42102032781774
1317,"history_naive",14,9.63822817192565e+285,9.63822817192565e+285
1317,"practical_naive",NA,2.7050242907872,0.13290404263636
1317,"correct_conditional",NA,2.06724162873711,0.0631268172195776
1318,"history_naive",14,9.6382281719257e+285,9.6382281719257e+285
1318,"practical_naive",NA,3.68526528013358,0.11027994458769
1318,"correct_conditional",NA,3.89810077912886,0.389280875182305
1319,"history_naive",14,9.68656422422175e+285,9.68656422422175e+285
1319,"practical_naive",NA,4.95105623151262,0.360714922783098
1319,"correct_conditional",NA,4.67877300433922,0.136270346102147
1320,"history_naive",15,7.30866567831479e+285,4.87244378554319e+285
1320,"practical_naive",NA,1.10674253959029,0.321103193839503
1320,"correct_conditional",NA,1.15181993048749,0.534820861603759
1321,"history_naive",15,9.77418080072027e+285,9.77418080072027e+285
1321,"practical_naive",NA,1.24533305934516,0.543484153836508
1321,"correct_conditional",NA,1.17276703389039,0.188899782660652
1322,"history_naive",14,9.7156821332909e+285,9.7156821332909e+285
1322,"practical_naive",NA,2.98167389012675,0.141406410221681
1322,"correct_conditional",NA,2.45223726955227,0.210455852479299
1323,"history_naive",15,9.58054318369666e+285,9.58054318369666e+285
1323,"practical_naive",NA,1.09253162531687,0.219728354320692
1323,"correct_conditional",NA,1.0024,0.0794736572089969
1324,"history_naive",14,7.26492316816629e+285,4.84328211211086e+285
1324,"practical_naive",NA,1.26099663251766,0.182755496419028
1324,"correct_conditional",NA,2.06035727647032,0.772293908399357
1325,"history_naive",14,7.33063560054019e+285,4.88709040036013e+285
1325,"practical_naive",NA,3.5429077765157,0.451596189664904
1325,"correct_conditional",NA,1.35243704969124,0.429634977409737
1326,"history_naive",15,9.56139167787251e+285,9.56139167787251e+285
1326,"practical_naive",NA,1.41939175888483,0.24966070581011
1326,"correct_conditional",NA,1.04932109257039,0.246704417739825
1327,"history_naive",14,9.59013331701368e+285,9.59013331701368e+285
1327,"practical_naive",NA,1.84291547300247,0.0976787119721706
1327,"correct_conditional",NA,2.06056109387635,0.0846474178548864
1328,"history_naive",15,9.80356208609584e+285,9.80356208609584e+285
1328,"practical_naive",NA,1.11196105834286,0.307389016541328
1328,"correct_conditional",NA,1.21069774597329,0.636516144710027
1329,"history_naive",14,9.59973305006371e+285,9.59973305006371e+285
1329,"practical_naive",NA,1.7857123860412,0.18061524213898
1329,"correct_conditional",NA,1.75433461141109,0.216387516463649
1330,"history_naive",14,9.79375852400975e+285,9.79375852400975e+285
1330,"practical_naive",NA,1.0577969939659,0.253656853048249
1330,"correct_conditional",NA,1.29910792133602,0.527567663396629
1331,"history_naive",14,9.46620687835768e+285,9.46620687835768e+285
1331,"practical_naive",NA,1.45557873477182,0.167111251906256
1331,"correct_conditional",NA,1.13031401582553,0.123287531567257
1332,"history_naive",15,7.18540738777251e+285,4.79027159184834e+285
1332,"practical_naive",NA,1.52870002659792,0.192528767080639
1332,"correct_conditional",NA,1.41226200901716,0.264869418520555
1333,"history_naive",15,9.69626048470643e+285,9.69626048470643e+285
1333,"practical_naive",NA,1.14733913628447,0.326676474458278
1333,"correct_conditional",NA,1.08022296041568,0.410248037553908
1334,"history_naive",14,9.71568213329089e+285,9.71568213329089e+285
1334,"practical_naive",NA,2.41135522434469,0.189670520484069
1334,"correct_conditional",NA,2.48254749581341,0.0771429685277121
1335,"history_naive",14,9.55183028619459e+285,9.55183028619459e+285
1335,"practical_naive",NA,1.27517867050338,0.198837185795084
1335,"correct_conditional",NA,1.02049945694325,0.178302430248074
1336,"history_naive",15,9.81337546155743e+285,9.81337546155743e+285
1336,"practical_naive",NA,1,0.221961056638423
1336,"correct_conditional",NA,1,0.16905745170319
1337,"history_naive",15,7.27947483836819e+285,4.85298322557879e+285
1337,"practical_naive",NA,2.48346693019294,0.871668718981239
1337,"correct_conditional",NA,3.80134149965679,2.35232892805714
1338,"history_naive",15,9.67687765999753e+285,9.67687765999753e+285
1338,"practical_naive",NA,1.8616193451957,0.083051227312419
1338,"correct_conditional",NA,1.46378071353444,0.178441759711222
1339,"history_naive",15,9.75464221329963e+285,9.75464221329963e+285
1339,"practical_naive",NA,1.17574316418146,0.373557475480307
1339,"correct_conditional",NA,1.59476681490668,1.40488427693565
1340,"history_naive",14,9.6093423924562e+285,9.6093423924562e+285
1340,"practical_naive",NA,1.02948122251286,0.232319545064672
1340,"correct_conditional",NA,1.23384845297769,0.403419847694019
1341,"history_naive",15,9.68656422422176e+285,9.68656422422176e+285
1341,"practical_naive",NA,1.09733189699608,0.295148122029192
1341,"correct_conditional",NA,1.04743232507938,0.760680970761222
1342,"history_naive",14,7.09965515876827e+285,4.73310343917884e+285
1342,"practical_naive",NA,2.585242226747,0.304385256647999
1342,"correct_conditional",NA,2.07081250391437,0.269648628441561
1343,"history_naive",15,7.30866567831475e+285,4.87244378554317e+285
1343,"practical_naive",NA,3.31157963922554,0.0891738468567718
1343,"correct_conditional",NA,2.74416615629148,0.571704297242006
1344,"history_naive",15,9.51368023783373e+285,9.51368023783373e+285
1344,"practical_naive",NA,1.80389727103353,0.201438674692434
1344,"correct_conditional",NA,1.67567457507562,0.519273469204751
1345,"history_naive",15,9.91205111780222e+285,9.91205111780222e+285
1345,"practical_naive",NA,2.07568517774387,0.190358009524577
1345,"correct_conditional",NA,2.65586881255829,0.559892457416295
1346,"history_naive",15,9.40014188956747e+285,9.40014188956747e+285
1346,"practical_naive",NA,1.12051645345576,0.177437014260913
1346,"correct_conditional",NA,1.08565869438012,0.359374426092682
1347,"history_naive",14,9.77418080072026e+285,9.77418080072026e+285
1347,"practical_naive",NA,1.00014825968003,0.220220283779955
1347,"correct_conditional",NA,1.35656201194524,0.537386581297472
1348,"history_naive",15,9.55183028619456e+285,9.55183028619456e+285
1348,"practical_naive",NA,1.04455624560682,0.342353466878901
1348,"correct_conditional",NA,1.14691877413199,0.950924254200585
1349,"history_naive",15,7.32330496493966e+285,4.88220330995977e+285
1349,"practical_naive",NA,1.41711502114592,0.303839615732327
1349,"correct_conditional",NA,1.03581148695203,0.547683170622691
1350,"history_naive",14,9.66720078233756e+285,9.66720078233756e+285
1350,"practical_naive",NA,1.26141910147695,0.166698729501096
1350,"correct_conditional",NA,1.31577611662065,0.546540519750775
1351,"history_naive",14,9.76440661991953e+285,9.76440661991953e+285
1351,"practical_naive",NA,1.11708354404503,0.213720682698531
1351,"correct_conditional",NA,1.22064498025484,0.469533550661594
1352,"history_naive",14,7.09965515876827e+285,4.73310343917885e+285
1352,"practical_naive",NA,1.16126187261328,0.212815290003271
1352,"correct_conditional",NA,1.54260283661873,0.647068773099866
1353,"history_naive",14,9.64787604797364e+285,9.64787604797364e+285
1353,"practical_naive",NA,1.98990483253141,0.187086948862913
1353,"correct_conditional",NA,2.62035808673826,0.336447597673134
1354,"history_naive",14,7.22144245781532e+285,4.81429497187688e+285
1354,"practical_naive",NA,3.1996062112092,0.297236241105116
1354,"correct_conditional",NA,1.48613352146238,0.370757681700952
1355,"history_naive",15,9.8625898836535e+285,9.8625898836535e+285
1355,"practical_naive",NA,5.03910246431872,0.148906527657993
1355,"correct_conditional",NA,1.93828308877815,0.167991611898205
1356,"history_naive",14,7.19979978754779e+285,4.79986652503186e+285
1356,"practical_naive",NA,1.02855076080937,0.219478237071087
1356,"correct_conditional",NA,1.06524232280311,0.285698384743297
1357,"history_naive",14,9.68656422422174e+285,9.68656422422174e+285
1357,"practical_naive",NA,1.32867172273632,0.161872329251117
1357,"correct_conditional",NA,1.96258853032575,0.342449007040051
1358,"history_naive",14,7.36003159616808e+285,4.90668773077872e+285
1358,"practical_naive",NA,1.15587765612636,0.145433328320485
1358,"correct_conditional",NA,1.19972943696396,0.278282669566218
1359,"history_naive",14,9.73514268351525e+285,9.73514268351525e+285
1359,"practical_naive",NA,10.2225641968714,0.605035427905949
1359,"correct_conditional",NA,3.52004874606819,0.237190481161042
1360,"history_naive",14,9.70596645115765e+285,9.70596645115765e+285
