"sim","scenario","method","first_crossing","direction","statistic_at_crossing"
2753,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2753,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2753,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2753,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2753,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2753,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2753,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2753,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2753,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2753,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2754,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2754,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2754,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2754,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2754,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2754,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2754,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2754,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2754,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2754,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2754,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2754,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2754,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2754,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2755,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2755,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2755,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2755,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2755,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2755,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2755,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2755,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2755,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2755,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2755,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2755,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2755,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2755,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2756,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2756,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2756,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2756,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2756,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2756,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2756,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2756,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2756,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2756,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2756,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2756,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2756,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2756,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2757,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2757,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2757,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2757,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2757,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2757,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2757,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2757,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2757,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2757,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2757,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2757,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2757,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2757,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2758,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2758,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2758,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2758,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2758,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2758,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2758,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2758,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2758,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2758,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2758,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2758,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2758,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2758,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2759,"Null: 35% vs 35%","OBF two-sided",2690,"benefit",2.09931654511581
2759,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2759,"Null: 35% vs 35%","Haybittle-Peto",2690,"benefit",2.09931654511581
2759,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.09931654511581
2759,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.09931654511581
2759,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.09931654511581
2759,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",2690,"benefit",2.09931654511581
2759,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.09931654511581
2759,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.09931654511581
2759,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",1076,"benefit",2.44503065142875
2759,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",2690,"benefit",2.09931654511581
2759,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2759,"Null: 35% vs 35%","e-RTb design directional",1049,"benefit",0.0722830850131465
2759,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2760,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2760,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2760,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2760,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2760,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2760,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2760,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2760,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2760,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2760,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2760,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2760,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2760,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2760,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2761,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2761,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2761,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2761,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2761,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2761,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2761,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2761,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2761,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2761,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2761,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2761,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2761,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2761,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2762,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2762,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2762,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2762,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2762,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2762,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2762,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2762,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2762,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2762,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2762,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2762,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2762,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2762,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2763,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2763,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2763,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2763,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2763,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2763,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2763,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2763,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2763,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2763,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2763,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2763,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2763,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2763,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2764,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2764,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2764,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2764,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2764,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2764,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2764,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2764,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2764,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2764,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2764,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2764,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2764,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2764,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2765,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2765,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2765,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2765,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2765,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2765,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2765,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2765,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2765,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2765,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2765,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2765,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2765,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2765,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2766,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2766,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2766,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2766,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2766,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2766,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2766,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2766,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2766,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2766,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2766,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2766,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2766,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2766,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2767,"Null: 35% vs 35%","OBF two-sided",2690,"benefit",2.87915043815185
2767,"Null: 35% vs 35%","Pocock two-sided",2690,"benefit",2.87915043815185
2767,"Null: 35% vs 35%","Haybittle-Peto",2690,"benefit",2.87915043815185
2767,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.87915043815185
2767,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.87915043815185
2767,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.87915043815185
2767,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",2152,"benefit",2.13492140957731
2767,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.87915043815185
2767,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.87915043815185
2767,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",2152,"benefit",2.13492140957731
2767,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",2152,"benefit",2.13492140957731
2767,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2767,"Null: 35% vs 35%","e-RTb design directional",2431,"benefit",0.0483798675403426
2767,"Null: 35% vs 35%","e-RTb mixture two-sided",2573,"benefit",0.0518901502379079
2768,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2768,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2768,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2768,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2768,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2768,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2768,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2768,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2768,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2768,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2768,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2768,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2768,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2768,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2769,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2769,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2769,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2769,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2769,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2769,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2769,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2769,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2769,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2769,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2769,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2769,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2769,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2769,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2770,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2770,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2770,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2770,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2770,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2770,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2770,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2770,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2770,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2770,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2770,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2770,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2770,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2770,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2771,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2771,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2771,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2771,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2771,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2771,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2771,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2771,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2771,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2771,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2771,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2771,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2771,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2771,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2772,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2772,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2772,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2772,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2772,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2772,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2772,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2772,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2772,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2772,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2772,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2772,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2772,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2772,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2773,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2773,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2773,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2773,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2773,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2773,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2773,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2773,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2773,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2773,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2773,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2773,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2773,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2773,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2774,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2774,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2774,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2774,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2774,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2774,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2774,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2774,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2774,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2774,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2774,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2774,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2774,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2774,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2775,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2775,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2775,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2775,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2775,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2775,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2775,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2775,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2775,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2775,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2775,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2775,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2775,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2775,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2776,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2776,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2776,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2776,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2776,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2776,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2776,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2776,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2776,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2776,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2776,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2776,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2776,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2776,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2777,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2777,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2777,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2777,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2777,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2777,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2777,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2777,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2777,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2777,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
