"sim","scenario","method","first_crossing","direction","statistic_at_crossing"
2552,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2552,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2552,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2552,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2552,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2552,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2552,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2552,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2552,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2553,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-3.0514992846395
2553,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-3.0514992846395
2553,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.0514992846395
2553,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-3.0514992846395
2553,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1614,"harm",-2.7006022214647
2553,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2553,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2553,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2553,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2553,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2553,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2553,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2553,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2553,"Harm: 35% vs 40%","e-RTb mixture two-sided",1551,"harm",-0.0647328864784191
2554,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.64294405585296
2554,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-2.64294405585296
2554,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.64294405585296
2554,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.64294405585296
2554,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.60035593080557
2554,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2554,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2554,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2554,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2554,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2554,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2554,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2554,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2554,"Harm: 35% vs 40%","e-RTb mixture two-sided",2168,"harm",-0.0570806100217868
2555,"Harm: 35% vs 40%","OBF two-sided",NA,NA,NA
2555,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2555,"Harm: 35% vs 40%","Haybittle-Peto",NA,NA,NA
2555,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2555,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2555,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2555,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2555,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2555,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2555,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2555,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2555,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2555,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2555,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2556,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-2.79511918638593
2556,"Harm: 35% vs 40%","Pocock two-sided",1793,"harm",-2.79511918638593
2556,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.7694317514673
2556,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-2.79511918638593
2556,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-3.45106433011391
2556,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2556,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2556,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2556,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2556,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2556,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2556,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2556,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2556,"Harm: 35% vs 40%","e-RTb mixture two-sided",1753,"harm",-0.0628775569720451
2557,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.40538555480317
2557,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-2.40538555480317
2557,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.40538555480317
2557,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.40538555480317
2557,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-3.03581641376486
2557,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2557,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2557,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2557,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2557,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2557,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2557,"Harm: 35% vs 40%","e-RTb adaptive",2078,"harm",-0.0709857787592914
2557,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2557,"Harm: 35% vs 40%","e-RTb mixture two-sided",1857,"harm",-0.0612783934706905
2558,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.2548175123523
2558,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2558,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.2548175123523
2558,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.2548175123523
2558,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.2548175123523
2558,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2558,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2558,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2558,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2558,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2558,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2558,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2558,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2558,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2559,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.43250437905031
2559,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-2.43250437905031
2559,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.43250437905031
2559,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.43250437905031
2559,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.29157925614358
2559,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2559,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2559,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2559,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2559,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2559,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2559,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2559,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2559,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2560,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-2.61569829651848
2560,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-2.54567379892311
2560,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.18340399417125
2560,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-2.61569829651848
2560,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1614,"harm",-2.79793462414027
2560,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2560,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2560,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2560,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2560,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2560,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2560,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2560,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2560,"Harm: 35% vs 40%","e-RTb mixture two-sided",987,"harm",-0.0954968944099379
2561,"Harm: 35% vs 40%","OBF two-sided",NA,NA,NA
2561,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2561,"Harm: 35% vs 40%","Haybittle-Peto",NA,NA,NA
2561,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2561,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2561,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2561,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2561,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2561,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2561,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2561,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2561,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2561,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2561,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2562,"Harm: 35% vs 40%","OBF two-sided",NA,NA,NA
2562,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2562,"Harm: 35% vs 40%","Haybittle-Peto",NA,NA,NA
2562,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2562,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2562,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2562,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2562,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2562,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2562,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2562,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2562,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2562,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2562,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2563,"Harm: 35% vs 40%","OBF two-sided",NA,NA,NA
2563,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2563,"Harm: 35% vs 40%","Haybittle-Peto",NA,NA,NA
2563,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2563,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2563,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2563,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2563,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2563,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2563,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2563,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2563,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2563,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2563,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2564,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.61439602934422
2564,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-2.61439602934422
2564,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.61439602934422
2564,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.61439602934422
2564,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.61439602934422
2564,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2564,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2564,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2564,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2564,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2564,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2564,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2564,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2564,"Harm: 35% vs 40%","e-RTb mixture two-sided",2637,"harm",-0.0504355631250076
2565,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-3.32716879891553
2565,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-3.32716879891553
2565,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.32716879891553
2565,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-3.32716879891553
2565,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.34482120914948
2565,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2565,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2565,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2565,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2565,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2565,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2565,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2565,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2565,"Harm: 35% vs 40%","e-RTb mixture two-sided",2177,"harm",-0.0500944075187333
2566,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.16561011685924
2566,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2566,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.16561011685924
2566,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.16561011685924
2566,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.16561011685924
2566,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2566,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2566,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2566,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2566,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2566,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2566,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2566,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2566,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2567,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-3.1105519308504
2567,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-2.31703871325291
2567,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.25905786315885
2567,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-3.1105519308504
2567,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1614,"harm",-3.15196489362251
2567,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2567,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2567,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2567,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2567,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2567,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2567,"Harm: 35% vs 40%","e-RTb adaptive",1410,"harm",-0.0771069934249849
2567,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2567,"Harm: 35% vs 40%","e-RTb mixture two-sided",1338,"harm",-0.0776295091344607
2568,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.2222270950715
2568,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2568,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.2222270950715
2568,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.2222270950715
2568,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.34709433973448
2568,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2568,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2568,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2568,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2568,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2568,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2568,"Harm: 35% vs 40%","e-RTb adaptive",430,"harm",-0.1350274040857
2568,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2568,"Harm: 35% vs 40%","e-RTb mixture two-sided",1920,"harm",-0.0623497816238503
2569,"Harm: 35% vs 40%","OBF two-sided",897,"harm",-3.63481379278167
2569,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-3.63481379278167
2569,"Harm: 35% vs 40%","Haybittle-Peto",897,"harm",-3.63481379278167
2569,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-4.1575110548163
2569,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1076,"harm",-3.68339378228568
2569,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2569,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2569,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2569,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2569,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2569,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2569,"Harm: 35% vs 40%","e-RTb adaptive",398,"harm",-0.153527390337578
2569,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2569,"Harm: 35% vs 40%","e-RTb mixture two-sided",790,"harm",-0.110196704289807
2570,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-3.75071149744483
2570,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-2.98488611943734
2570,"Harm: 35% vs 40%","Haybittle-Peto",1793,"harm",-3.75071149744483
2570,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-3.75071149744483
2570,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1076,"harm",-3.38399537430488
2570,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2570,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2570,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2570,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2570,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2570,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2570,"Harm: 35% vs 40%","e-RTb adaptive",158,"harm",-0.253164556962025
2570,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2570,"Harm: 35% vs 40%","e-RTb mixture two-sided",871,"harm",-0.105597561875837
2571,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-2.25364334437827
2571,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2571,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-2.25364334437827
2571,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-2.25364334437827
2571,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2690,"harm",-2.25364334437827
2571,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2571,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2571,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2571,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2571,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2571,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2571,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2571,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2571,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2572,"Harm: 35% vs 40%","OBF two-sided",NA,NA,NA
2572,"Harm: 35% vs 40%","Pocock two-sided",NA,NA,NA
2572,"Harm: 35% vs 40%","Haybittle-Peto",NA,NA,NA
2572,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2572,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2572,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2572,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2572,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2572,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2572,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2572,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2572,"Harm: 35% vs 40%","e-RTb adaptive",NA,NA,NA
2572,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2572,"Harm: 35% vs 40%","e-RTb mixture two-sided",NA,NA,NA
2573,"Harm: 35% vs 40%","OBF two-sided",2690,"harm",-3.41467849827287
2573,"Harm: 35% vs 40%","Pocock two-sided",2690,"harm",-3.41467849827287
2573,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.41467849827287
2573,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",2690,"harm",-3.41467849827287
2573,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",2152,"harm",-2.37057516553191
2573,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2573,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2573,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2573,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2573,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2573,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2573,"Harm: 35% vs 40%","e-RTb adaptive",2420,"harm",-0.0545351676371131
2573,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2573,"Harm: 35% vs 40%","e-RTb mixture two-sided",2461,"harm",-0.0566183199242536
2574,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-3.07412276921468
2574,"Harm: 35% vs 40%","Pocock two-sided",1793,"harm",-3.07412276921468
2574,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.00044850610872
2574,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-3.07412276921468
2574,"Harm: 35% vs 40%","LD-OBF K5 two-sided a=0.05",1614,"harm",-2.82889566210437
2574,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2574,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2574,"Harm: 35% vs 40%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2574,"Harm: 35% vs 40%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2574,"Harm: 35% vs 40%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2574,"Harm: 35% vs 40%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2574,"Harm: 35% vs 40%","e-RTb adaptive",1584,"harm",-0.0730710539701471
2574,"Harm: 35% vs 40%","e-RTb design directional",NA,NA,NA
2574,"Harm: 35% vs 40%","e-RTb mixture two-sided",1570,"harm",-0.0695590352567276
2575,"Harm: 35% vs 40%","OBF two-sided",1793,"harm",-3.19222126588992
2575,"Harm: 35% vs 40%","Pocock two-sided",897,"harm",-2.2900790506416
2575,"Harm: 35% vs 40%","Haybittle-Peto",2690,"harm",-3.02819934320733
2575,"Harm: 35% vs 40%","LD-OBF K3 two-sided a=0.05",1793,"harm",-3.19222126588992
