"sim","scenario","threshold","bayes_method","ert_method","bayes_first_crossing","ert_first_crossing","combined_first_crossing","bayes_only","ert_only","both","neither"
1649,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",897,265,265,FALSE,FALSE,TRUE,FALSE
1649,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",897,668,668,FALSE,FALSE,TRUE,FALSE
1649,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",897,265,265,FALSE,FALSE,TRUE,FALSE
1649,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",897,668,668,FALSE,FALSE,TRUE,FALSE
1649,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,265,265,FALSE,TRUE,FALSE,FALSE
1649,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,668,668,FALSE,TRUE,FALSE,FALSE
1650,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1650,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",2690,2389,2389,FALSE,FALSE,TRUE,FALSE
1650,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1650,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",2690,2389,2389,FALSE,FALSE,TRUE,FALSE
1650,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1650,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",2690,2389,2389,FALSE,FALSE,TRUE,FALSE
1650,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1650,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",2690,2389,2389,FALSE,FALSE,TRUE,FALSE
1650,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1650,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,2389,2389,FALSE,TRUE,FALSE,FALSE
1650,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1650,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,2389,2389,FALSE,TRUE,FALSE,FALSE
1650,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1650,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,2389,2389,FALSE,TRUE,FALSE,FALSE
1651,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
1651,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",897,697,697,FALSE,FALSE,TRUE,FALSE
1651,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
1651,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",897,697,697,FALSE,FALSE,TRUE,FALSE
1651,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
1651,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",897,697,697,FALSE,FALSE,TRUE,FALSE
1651,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
1651,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",897,697,697,FALSE,FALSE,TRUE,FALSE
1651,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
1651,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",897,697,697,FALSE,FALSE,TRUE,FALSE
1651,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",897,NA,897,TRUE,FALSE,FALSE,FALSE
1651,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",897,697,697,FALSE,FALSE,TRUE,FALSE
1651,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1651,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",2690,697,697,FALSE,FALSE,TRUE,FALSE
1652,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",1793,NA,1793,TRUE,FALSE,FALSE,FALSE
1652,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",1793,2163,1793,FALSE,FALSE,TRUE,FALSE
1652,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",1793,NA,1793,TRUE,FALSE,FALSE,FALSE
1652,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",1793,2163,1793,FALSE,FALSE,TRUE,FALSE
1652,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",1793,NA,1793,TRUE,FALSE,FALSE,FALSE
1652,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",1793,2163,1793,FALSE,FALSE,TRUE,FALSE
1652,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1652,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",2690,2163,2163,FALSE,FALSE,TRUE,FALSE
1652,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1652,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,2163,2163,FALSE,TRUE,FALSE,FALSE
1652,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1652,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,2163,2163,FALSE,TRUE,FALSE,FALSE
1652,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1652,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,2163,2163,FALSE,TRUE,FALSE,FALSE
1653,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1653,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",2690,2498,2498,FALSE,FALSE,TRUE,FALSE
1653,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1653,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",2690,2498,2498,FALSE,FALSE,TRUE,FALSE
1653,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1653,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",2690,2498,2498,FALSE,FALSE,TRUE,FALSE
1653,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1653,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",2690,2498,2498,FALSE,FALSE,TRUE,FALSE
1653,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1653,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",2690,2498,2498,FALSE,FALSE,TRUE,FALSE
1653,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1653,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,2498,2498,FALSE,TRUE,FALSE,FALSE
1653,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1653,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,2498,2498,FALSE,TRUE,FALSE,FALSE
1654,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",1793,2424,1793,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",1793,1752,1752,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",1793,2424,1793,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",1793,1752,1752,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",1793,2424,1793,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",1793,1752,1752,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",1793,2424,1793,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",1793,1752,1752,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",1793,2424,1793,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",1793,1752,1752,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",1793,2424,1793,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",1793,1752,1752,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",2690,2424,2424,FALSE,FALSE,TRUE,FALSE
1654,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",2690,1752,1752,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",897,276,276,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",897,575,575,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",897,276,276,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",897,575,575,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",897,276,276,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",897,575,575,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",897,276,276,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",897,575,575,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",897,276,276,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",897,575,575,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",897,276,276,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",897,575,575,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",897,276,276,FALSE,FALSE,TRUE,FALSE
1655,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",897,575,575,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",897,1117,897,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",897,990,897,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",897,1117,897,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",897,990,897,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",897,1117,897,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",897,990,897,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",1793,1117,1117,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",1793,990,990,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",2690,1117,1117,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",2690,990,990,FALSE,FALSE,TRUE,FALSE
1656,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,1117,1117,FALSE,TRUE,FALSE,FALSE
1656,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,990,990,FALSE,TRUE,FALSE,FALSE
1656,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,1117,1117,FALSE,TRUE,FALSE,FALSE
1656,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,990,990,FALSE,TRUE,FALSE,FALSE
1657,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",1793,1584,1584,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",1793,1304,1304,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",1793,1584,1584,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",1793,1304,1304,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",1793,1584,1584,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",1793,1304,1304,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",1793,1584,1584,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",1793,1304,1304,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",1793,1584,1584,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",1793,1304,1304,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",1793,1584,1584,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",1793,1304,1304,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",1793,1584,1584,FALSE,FALSE,TRUE,FALSE
1657,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",1793,1304,1304,FALSE,FALSE,TRUE,FALSE
1658,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",1793,NA,1793,TRUE,FALSE,FALSE,FALSE
1658,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",1793,1681,1681,FALSE,FALSE,TRUE,FALSE
1658,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",1793,NA,1793,TRUE,FALSE,FALSE,FALSE
1658,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",1793,1681,1681,FALSE,FALSE,TRUE,FALSE
1658,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",1793,NA,1793,TRUE,FALSE,FALSE,FALSE
1658,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",1793,1681,1681,FALSE,FALSE,TRUE,FALSE
1658,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",1793,NA,1793,TRUE,FALSE,FALSE,FALSE
1658,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",1793,1681,1681,FALSE,FALSE,TRUE,FALSE
1658,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1658,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",2690,1681,1681,FALSE,FALSE,TRUE,FALSE
1658,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",2690,NA,2690,TRUE,FALSE,FALSE,FALSE
1658,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",2690,1681,1681,FALSE,FALSE,TRUE,FALSE
1658,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1658,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,1681,1681,FALSE,TRUE,FALSE,FALSE
1659,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",1793,1812,1793,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",1793,1230,1230,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",1793,1812,1793,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",1793,1230,1230,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",1793,1812,1793,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",1793,1230,1230,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",1793,1812,1793,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",1793,1230,1230,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",1793,1812,1793,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",1793,1230,1230,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",1793,1812,1793,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",1793,1230,1230,FALSE,FALSE,TRUE,FALSE
1659,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,1812,1812,FALSE,TRUE,FALSE,FALSE
1659,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,1230,1230,FALSE,TRUE,FALSE,FALSE
1660,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.995,"Bayes scheduled Pr(benefit)>0.9950","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.9954,"Bayes scheduled Pr(benefit)>0.9954","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1660,"Alternative: 35% vs 30%",0.999,"Bayes scheduled Pr(benefit)>0.9990","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1661,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1661,"Alternative: 35% vs 30%",0.975,"Bayes scheduled Pr(benefit)>0.9750","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1661,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1661,"Alternative: 35% vs 30%",0.98,"Bayes scheduled Pr(benefit)>0.9800","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1661,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1661,"Alternative: 35% vs 30%",0.985,"Bayes scheduled Pr(benefit)>0.9850","e-RTb design directional",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1661,"Alternative: 35% vs 30%",0.99,"Bayes scheduled Pr(benefit)>0.9900","e-RTb adaptive",NA,NA,NA,FALSE,FALSE,FALSE,TRUE
